"((0.003238553301224803-7.745346429080774e-19j),)"
"((0.0030667531991094626+0.001858740172300924j),)"
"((0.0013659971058648877+0.0030075047750377283j),)"
"((-0.0009892740322858759+0.0030075047750377287j),)"
"((-0.002586090778406406+0.0018587401723009185j),)"
"((-0.003276208832980799+1.161801964362116e-18j),)"
"((-0.0025542667680724385-0.0018587401723009214j),)"
"((-0.0005178269532226801-0.003007504775037728j),)"
"((0.0009253025948391458-0.003007504775037729j),)"
"((0.0021874932467750214-0.001858740172300919j),)"
"((0.0031206740809239025-1.5490692858161549e-18j),)"
"((0.0027677290961939808+0.0018587401723009211j),)"
"((0.0016415928926846656+0.0030075047750377296j),)"
"((-0.0006718987333269641+0.003007504775037729j),)"
"((-0.002204667198037969+0.001858740172300924j),)"
"((-0.0024928381469289653+1.936336607270194e-18j),)"
"((-0.002404996447126043-0.0018587401723009207j),)"
"((-0.00125453951637344-0.003007504775037728j),)"
"((0.0007809909399353616-0.0030075047750377257j),)"
"((0.0022415458836625964-0.0018587401723009242j),)"
"((0.0030832098248783917-2.323603928724232e-18j),)"
"((0.002639935847052589+0.0018587401723009205j),)"
"((0.0008857840202722926+0.0030075047750377274j),)"
"((-0.0010083628731075184+0.0030075047750377257j),)"
"((-0.0023990825860570873+0.0018587401723009246j),)"
"((-0.002866961674846169+2.710871250178271e-18j),)"
"((-0.0025869091679539716-0.0018587401723009205j),)"
"((-0.0009306548479342989-0.0030075047750377274j),)"
"((0.0011778426749242264-0.0030075047750377257j),)"
"((0.0029148645978662566-0.001858740172300916j),)"
"((0.003589224202784787-3.0981385716323098e-18j),)"
"((0.0032437901582187505+0.00185874017230092j),)"
"((0.0010373280039527035+0.0030075047750377274j),)"
"((-0.0010316374917230771+0.0030075047750377257j),)"
"((-0.002485163170021551+0.0018587401723009162j),)"
"((-0.003203754249964858+3.485405893086349e-18j),)"
"((-0.0023716200508525766-0.0018587401723009196j),)"
"((-0.001167225494606891-0.0030075047750377274j),)"
"((0.0007056796534997286-0.0030075047750377296j),)"
"((0.0024753480156928633-0.0018587401723009257j),)"
"((0.002885999209503002-3.872673214540388e-18j),)"
"((0.0021292521011764135+0.0018587401723009285j),)"
"((0.0009146393431493107+0.0030075047750377274j),)"
"((-0.0012850753295906596+0.003007504775037726j),)"
"((-0.002592250762351599+0.001858740172300926j),)"
"((-0.0027287719258392478-6.974726563451017e-18j),)"
"((-0.002502075537333831-0.0018587401723009372j),)"
"((-0.0008063864854028961-0.0030075047750377304j),)"
"((0.0010886848642153062-0.0030075047750377296j),)"
"((0.0017451178352687262-0.0018587401723009352j),)"
"((0.003172603981164301-4.647207857448464e-18j),)"
"((0.002174191705192014+0.0018587401723009279j),)"
"((0.0009057173818337361+0.003007504775037727j),)"
"((-0.0009440181180030347+0.0030075047750377265j),)"
"((-0.002272601034189911+0.0018587401723009263j),)"
"((-0.002759310647123672-6.2001919205429394e-18j),)"
"((-0.002520564729859107-0.0018587401723009365j),)"
"((-0.0007496358043839-0.0030075047750377304j),)"
"((0.0007126190653443561-0.00300750477503773j),)"
"((0.002872424208722194-0.0018587401723009359j),)"
"((0.0031826670668193445-5.421742500356542e-18j),)"
"((0.0020084737615174804+0.001858740172300927j),)"
"((0.0010572776143372767+0.0030075047750377265j),)"
"((-0.0006325112828847919+0.0030075047750377265j),)"
"((-0.002731845799720249+0.001858740172300927j),)"
"((-0.0034769512172483255-5.425657277634862e-18j),)"
"((-0.002992003699325104-0.0018587401723009359j),)"
"((-0.0005413742069344078-0.00300750477503773j),)"
"((0.0010863808298503328-0.0030075047750377235j),)"
"((0.0022984434737377637-0.0018587401723009365j),)"
"((0.003333148276369162-6.1962771432646195e-18j),)"
"((0.002607721242332498+0.0018587401723009263j),)"
"((0.000626469227216721+0.0030075047750377265j),)"
"((-0.001013537526502927+0.003007504775037727j),)"
"((-0.0024116019798199693+0.0018587401723009279j),)"
"((-0.00359708145934777-4.651122634726785e-18j),)"
"((-0.0023157275054821215-0.0018587401723009352j),)"
"((-0.0005272882977800494-0.0030075047750377296j),)"
"((0.0015241358463585685-0.003007504775037724j),)"
"((0.002673485972647998-0.0018587401723009372j),)"
"((0.0032075661571429395-6.970811786172698e-18j),)"
"((0.002913961861254492+0.001858740172300926j),)"
"((0.0011564597512193906+0.003007504775037726j),)"
"((-0.0011305025409631417+0.0030075047750377274j),)"
"((-0.0025231629498989718+0.0018587401723009285j),)"
"((-0.0031872493197098286-3.876587991818708e-18j),)"
"((-0.0023380184452630095-0.0018587401723009166j),)"
"((-0.0009992959283786232-0.0030075047750377296j),)"
"((0.0009760109733111661-0.003007504775037731j),)"
"((0.002474100860484021-0.0018587401723009196j),)"
"((0.003440349483980966-7.745346429080776e-18j),)"
"((0.002485578849702502+0.0018587401723009435j),)"
"((0.0007912663974236847+0.003007504775037733j),)"
"((-0.000821611433292629+0.0030075047750377205j),)"
"((-0.0026400542179615383+0.0018587401723009287j),)"
"((-0.0033331658033047403-3.10205334891063e-18j),)"
"((-0.002423777243340249-0.0018587401723009342j),)"
"((-0.0007036758554195869-0.003007504775037722j),)"
"((0.0008206040524943174-0.0030075047750377313j),)"
"((0.0026315802965741213-0.00185874017230092j),)"
"((0.0033741602941295386+1.3949453126902033e-17j),)"
"((0.002589489606745718+0.0018587401723009064j),)"
"((0.0013239202462129926+0.0030075047750377395j),)"
"((-0.0009761084208238587+0.0030075047750377274j),)"
"((-0.002827565776983576+0.0018587401723009112j),)"
"((-0.002837122441317759-2.4796852904893442e-17j),)"
"((-0.00228974079970042-0.001858740172300915j),)"
"((-0.000968267271341423-0.003007504775037729j),)"
"((0.0008789042042548839-0.0030075047750377382j),)"
"((0.0022565725105212794-0.001858740172300903j),)"
"((0.003248472672600603-9.294415714896929e-18j),)"
"((0.0026453589289139336+0.001858740172300924j),)"
"((0.0006774870723574079+0.0030075047750377326j),)"
"((-0.0009122648296306256+0.003007504775037721j),)"
"((-0.002980519663368758+0.0018587401723009303j),)"
"((-0.0032934671987337543-4.6491652460876255e-17j),)"
"((-0.002869706048301111-0.0018587401723009326j),)"
"((-0.0007746861935163852-0.003007504775037722j),)"
"((0.0016462745360142238-0.0030075047750377313j),)"
"((0.0023228339328683185-0.0018587401723009214j),)"
"((0.0035989417644422673+1.2400383841085879e-17j),)"
"((0.0021934922549337417+0.0018587401723009053j),)"
"((0.0007680153179635655+0.003007504775037739j),)"
"((-0.0008724175493028069+0.0030075047750377283j),)"
"((-0.0029596259005628257+0.0018587401723009127j),)"
"((-0.00306895151964887-2.3247783619077286e-17j),)"
"((-0.0026125939764854453-0.001858740172300914j),)"
"((-0.0009640468890618125-0.0030075047750377287j),)"
"((0.0017414107860149381-0.0030075047750377387j),)"
"((0.0024611988621283834-0.0018587401723009038j),)"
"((0.003284139197048588-1.0843485000713085e-17j),)"
"((0.002825208583295275+0.0018587401723009229j),)"
"((0.0008430998739935157+0.0030075047750377317j),)"
"((-0.001448601786771342+0.0030075047750377213j),)"
"((-0.0021327639260645547+0.0018587401723009316j),)"
"((-0.00294721481054209-4.494258317506009e-17j),)"
"((-0.002926623847579077-0.0018587401723009316j),)"
"((-0.0006081125733119292-0.0030075047750377213j),)"
"((0.00019796939890566044-0.0030075047750377317j),)"
"((0.003080567040084751-0.0018587401723009229j),)"
"((0.0033707358192041612+1.0851314555269724e-17j),)"
"((0.0026412667187746953+0.0018587401723009038j),)"
"((0.0007455899064471775+0.0030075047750377387j),)"
"((-0.0010561407806847904+0.0030075047750377287j),)"
"((-0.002505570791660157+0.001858740172300914j),)"
"((-0.0034199798983861863-2.169871433326113e-17j),)"
"((-0.0025482028381351228-0.0018587401723009491j),)"
"((-0.0011280190969953586-0.0030075047750377283j),)"
"((0.0009660928089667412-0.003007504775037739j),)"
"((0.002367999852436408-0.0018587401723009053j),)"
"((0.003254590331067018-1.2392554286529239e-17j),)"
"((0.0024723033114498675+0.0018587401723009214j),)"
"((0.000957067048386762+0.0030075047750377313j),)"
"((-0.0010779361541804241+0.003007504775037722j),)"
"((-0.0024295274905917516+0.0018587401723009326j),)"
"((-0.0032681232400911357-4.339351388924394e-17j),)"
"((-0.0030557719071724683-0.0018587401723009303j),)"
"((-0.0009578214260145464-0.0030075047750377348j),)"
"((0.0013277670673928917-0.0030075047750377326j),)"
"((0.00254136524426557-0.001858740172300924j),)"
"((0.0032416704386236104+9.30224526945357e-18j),)"
"((0.002776040238555627+0.001858740172300903j),)"
"((0.0007787104668181141+0.0030075047750377382j),)"
"((-0.00151463666057324+0.003007504775037729j),)"
"((-0.002531576560440295+0.001858740172300915j),)"
"((-0.002548268848521414-2.0149645047444974e-17j),)"
"((-0.002462604568806852-0.0018587401723009478j),)"
"((-0.0007720191983004888-0.0030075047750377274j),)"
"((0.000803722020927322-0.0030075047750377395j),)"
"((0.0029345295177660457-0.0018587401723009064j),)"
"((0.003118842084628183-1.3941623572345395e-17j),)"
"((0.0021622976039444614+0.0018587401723009205j),)"
"((0.001564367943568133+0.0030075047750377313j),)"
"((-0.001483497372141384+0.003007504775037722j),)"
"((-0.0026630844891685377+0.0018587401723009342j),)"
"((-0.0038133538023362662-4.1844444603427784e-17j),)"
"((-0.0022940806639892334-0.0018587401723009292j),)"
"((-0.0009190051541821819-0.0030075047750377343j),)"
"((0.0010998075018462288-0.003007504775037733j),)"
"((0.0024244173178305565-0.0018587401723009253j),)"
"((0.0032711611103487075+7.753175983637415e-18j),)"
"((0.0022927335035069314+0.0018587401723009014j),)"
"((0.0011383930908757487+0.003007504775037724j),)"
"((-0.0007607337279711988+0.0030075047750377157j),)"
"((-0.0029848377315928425+0.0018587401723009166j),)"
"((-0.0030595039074533146-1.860057576162882e-17j),)"
"((-0.0023470337186420605-0.0018587401723009103j),)"
"((-0.001323520139488641-0.003007504775037741j),)"
"((0.0009158076621409948-0.003007504775037726j),)"
"((0.0027866372181099227-0.0018587401723009077j),)"
"((0.002660121593736785-1.549069285816155e-17j),)"
"((0.0026628950944217046+0.0018587401723008825j),)"
"((0.001275082484018948+0.0030075047750377443j),)"
"((-0.0015799153901011717+0.003007504775037723j),)"
"((-0.002310889945837091+0.001858740172300899j),)"
"((-0.0023928532641295658+4.9581961477951917e-17j),)"
"((-0.002319051974866418-0.0018587401723009639j),)"
"((-0.0008070412141565936-0.0030075047750377478j),)"
"((0.0011198286217591964-0.0030075047750377335j),)"
"((0.00305615335617226-0.0018587401723009263j),)"
"((0.0032868172819739694+6.20410669782126e-18j),)"
"((0.0024488870567129476+0.0018587401723009365j),)"
"((0.0015877814931547296+0.003007504775037737j),)"
"((-0.0011716403412990503+0.0030075047750377443j),)"
"((-0.002427000766391886+0.001858740172300954j),)"
"((-0.003326029061435896-6.199017487359445e-17j),)"
"((-0.0025887205320503106-0.0018587401723009088j),)"
"((-0.0015981117859830544-0.0030075047750377265j),)"
"((0.001028373959561287-0.0030075047750377265j),)"
"((0.0024343213087559268-0.0018587401723009088j),)"
"((0.0029928621637872227+2.7898906253804067e-17j),)"
"((0.0028039920488809435+0.001858740172300954j),)"
"((0.0008428783700704836+0.003007504775037716j),)"
"((-0.0014463904549585516+0.003007504775037737j),)"
"((-0.0025173841415835493+0.001858740172300864j),)"
"((-0.0032168314691701752+6.192362365986299e-18j),)"
"((-0.002844865685505687-0.0018587401723009263j),)"
"((-0.0009965204331511147-0.0030075047750377335j),)"
"((0.0009868209383972902-0.00300750477503772j),)"
"((0.0027714658986847857-0.0018587401723008912j),)"
